,ds,symbol,close,volume,ma50,ma200
0,1990-01-02,AAPL,0.332589,183198400.0,,
1,1990-01-03,AAPL,0.334821,207995200.0,,
2,1990-01-04,AAPL,0.335938,221513600.0,,
3,1990-01-05,AAPL,0.337054,123312000.0,,
4,1990-01-08,AAPL,0.339286,101572800.0,,
5,1990-01-09,AAPL,0.335938,86139200.0,,
6,1990-01-10,AAPL,0.321429,199718400.0,,
7,1990-01-11,AAPL,0.308036,211052800.0,,
8,1990-01-12,AAPL,0.308036,171897600.0,,
9,1990-01-15,AAPL,0.305804,161739200.0,,
10,1990-01-16,AAPL,0.311384,214244800.0,,
11,1990-01-17,AAPL,0.296875,197299200.0,,
12,1990-01-18,AAPL,0.289063,273291200.0,,
13,1990-01-19,AAPL,0.305804,265137600.0,,
14,1990-01-22,AAPL,0.296875,145611200.0,,
15,1990-01-23,AAPL,0.301339,140873600.0,,
16,1990-01-24,AAPL,0.303571,169792000.0,,
17,1990-01-25,AAPL,0.304688,111540800.0,,
18,1990-01-26,AAPL,0.292411,181249600.0,,
19,1990-01-29,AAPL,0.296875,119929600.0,,
20,1990-01-30,AAPL,0.303571,116446400.0,,
21,1990-01-31,AAPL,0.303571,143942400.0,,
22,1990-02-01,AAPL,0.300223,117073600.0,,
23,1990-02-02,AAPL,0.305804,118473600.0,,
24,1990-02-05,AAPL,0.3125,101752000.0,,
25,1990-02-06,AAPL,0.310268,73920000.0,,
26,1990-02-07,AAPL,0.296875,312446400.0,,
27,1990-02-08,AAPL,0.294643,186636800.0,,
28,1990-02-09,AAPL,0.305804,168078400.0,,
29,1990-02-12,AAPL,0.303571,74916800.0,,
30,1990-02-13,AAPL,0.308036,102166400.0,,
31,1990-02-14,AAPL,0.305804,96062400.0,,
32,1990-02-15,AAPL,0.305804,97966400.0,,
33,1990-02-16,AAPL,0.301339,127209600.0,,
34,1990-02-20,AAPL,0.299107,123244800.0,,
35,1990-02-21,AAPL,0.303571,175907200.0,,
36,1990-02-22,AAPL,0.294643,195182400.0,,
37,1990-02-23,AAPL,0.296875,149956800.0,,
38,1990-02-26,AAPL,0.303571,79609600.0,,
39,1990-02-27,AAPL,0.299107,73953600.0,,
40,1990-02-28,AAPL,0.303571,109334400.0,,
41,1990-03-01,AAPL,0.305804,203896000.0,,
42,1990-03-02,AAPL,0.301339,104899200.0,,
43,1990-03-05,AAPL,0.308036,182470400.0,,
44,1990-03-06,AAPL,0.314732,156016000.0,,
45,1990-03-07,AAPL,0.315848,204220800.0,,
46,1990-03-08,AAPL,0.328125,223843200.0,,
47,1990-03-09,AAPL,0.329241,230473600.0,,
48,1990-03-12,AAPL,0.327009,163956800.0,,
49,1990-03-13,AAPL,0.329241,148579200.0,0.30950898,
50,1990-03-14,AAPL,0.330357,101785600.0,0.30946434,
51,1990-03-15,AAPL,0.328125,120232000.0,0.30933042,
52,1990-03-16,AAPL,0.359375,644761600.0,0.30979916,
53,1990-03-19,AAPL,0.378348,431793600.0,0.31062504,
54,1990-03-20,AAPL,0.36942,391316800.0,0.31122772,
55,1990-03-21,AAPL,0.371652,152734400.0,0.311942,
56,1990-03-22,AAPL,0.363839,231660800.0,0.3127902,
57,1990-03-23,AAPL,0.377232,227987200.0,0.31417412,
58,1990-03-26,AAPL,0.377232,128060800.0,0.31555804,
59,1990-03-27,AAPL,0.375,84604800.0,0.31694195999999997,
60,1990-03-28,AAPL,0.368304,102939200.0,0.31808035999999995,
61,1990-03-29,AAPL,0.367188,96891200.0,0.31948662,
62,1990-03-30,AAPL,0.359375,223350400.0,0.32089286,
63,1990-04-02,AAPL,0.359375,148769600.0,0.32196428,
64,1990-04-03,AAPL,0.372768,139708800.0,0.32348214,
65,1990-04-04,AAPL,0.368304,149732800.0,0.32482143999999996,
66,1990-04-05,AAPL,0.359375,108192000.0,0.32593752000000004,
67,1990-04-06,AAPL,0.356027,118238400.0,0.3269643,
68,1990-04-09,AAPL,0.367188,105481600.0,0.32845984,
69,1990-04-10,AAPL,0.368304,131320000.0,0.32988842000000007,
70,1990-04-11,AAPL,0.379464,213158400.0,0.33140628,
71,1990-04-12,AAPL,0.386161,211803200.0,0.33305808,
72,1990-04-16,AAPL,0.390625,226889600.0,0.33486612,
73,1990-04-17,AAPL,0.386161,131107200.0,0.33647326,
74,1990-04-18,AAPL,0.386161,193446400.0,0.33794648000000005,
75,1990-04-19,AAPL,0.359375,481476800.0,0.33892862,
76,1990-04-20,AAPL,0.359375,323523200.0,0.34017862,
77,1990-04-23,AAPL,0.354911,128352000.0,0.34138398000000003,
78,1990-04-24,AAPL,0.345982,303732800.0,0.34218754000000007,
79,1990-04-25,AAPL,0.345982,132574400.0,0.34303576,
80,1990-04-26,AAPL,0.347098,142161600.0,0.34381699999999993,
81,1990-04-27,AAPL,0.34933,116412800.0,0.34468752,
