,ds,symbol,close,volume,ma50,ma200
0,2010-06-29,TSLA,1.5927,281749140.0,,
1,2010-06-30,TSLA,1.5887,257915910.0,,
2,2010-07-01,TSLA,1.464,123447945.0,,
3,2010-07-02,TSLA,1.28,77127105.0,,
4,2010-07-06,TSLA,1.074,103189440.0,,
5,2010-07-07,TSLA,1.0533,103873710.0,,
6,2010-07-08,TSLA,1.164,115793085.0,,
7,2010-07-09,TSLA,1.16,60879090.0,,
8,2010-07-12,TSLA,1.1367,33053550.0,,
9,2010-07-13,TSLA,1.2093,40200900.0,,
10,2010-07-14,TSLA,1.3227,62941650.0,,
11,2010-07-15,TSLA,1.326,56179455.0,,
12,2010-07-16,TSLA,1.376,39318150.0,,
13,2010-07-19,TSLA,1.4607,37297335.0,,
14,2010-07-20,TSLA,1.3533,27378465.0,,
15,2010-07-21,TSLA,1.348,18801630.0,,
16,2010-07-22,TSLA,1.4,14435175.0,,
17,2010-07-23,TSLA,1.4193,9810735.0,,
18,2010-07-26,TSLA,1.3967,13836795.0,,
19,2010-07-27,TSLA,1.37,9295125.0,,
20,2010-07-28,TSLA,1.3813,7007745.0,,
21,2010-07-29,TSLA,1.3567,9238650.0,,
22,2010-07-30,TSLA,1.3293,6402450.0,,
23,2010-08-02,TSLA,1.3947,10787175.0,,
24,2010-08-03,TSLA,1.4633,18465345.0,,
25,2010-08-04,TSLA,1.4173,13811340.0,,
26,2010-08-05,TSLA,1.3633,11945700.0,,
27,2010-08-06,TSLA,1.306,11132070.0,,
28,2010-08-09,TSLA,1.3067,12189840.0,,
29,2010-08-10,TSLA,1.2687,19219290.0,,
30,2010-08-11,TSLA,1.1933,11964750.0,,
31,2010-08-12,TSLA,1.1733,10369215.0,,
32,2010-08-13,TSLA,1.2213,9517695.0,,
33,2010-08-16,TSLA,1.252,7293165.0,,
34,2010-08-17,TSLA,1.2767,6718215.0,,
35,2010-08-18,TSLA,1.2513,9019980.0,,
36,2010-08-19,TSLA,1.2527,8686230.0,,
37,2010-08-20,TSLA,1.2733,4462485.0,,
38,2010-08-23,TSLA,1.342,16320435.0,,
39,2010-08-24,TSLA,1.28,10096110.0,,
40,2010-08-25,TSLA,1.3267,7549335.0,,
41,2010-08-26,TSLA,1.3167,6506040.0,,
42,2010-08-27,TSLA,1.3133,5694630.0,,
43,2010-08-30,TSLA,1.3247,10990965.0,,
44,2010-08-31,TSLA,1.2987,3015180.0,,
45,2010-09-01,TSLA,1.3633,7435275.0,,
46,2010-09-02,TSLA,1.404,7305900.0,,
47,2010-09-03,TSLA,1.4033,6521340.0,,
48,2010-09-07,TSLA,1.3693,3650025.0,,
49,2010-09-08,TSLA,1.3933,4325730.0,1.322238,
50,2010-09-09,TSLA,1.3807,5642955.0,1.317998,
51,2010-09-10,TSLA,1.3447,5798565.0,1.313118,
52,2010-09-13,TSLA,1.3813,5410545.0,1.311464,
53,2010-09-14,TSLA,1.408,9819435.0,1.314024,
54,2010-09-15,TSLA,1.4653,10271370.0,1.32185,
55,2010-09-16,TSLA,1.396,40288200.0,1.3287039999999999,
56,2010-09-17,TSLA,1.3487,17976870.0,1.332398,
57,2010-09-20,TSLA,1.4037,14212125.0,1.337272,
58,2010-09-21,TSLA,1.3847,11940000.0,1.3422319999999999,
59,2010-09-22,TSLA,1.3247,14442240.0,1.3445399999999998,
60,2010-09-23,TSLA,1.304,10021140.0,1.344166,
61,2010-09-24,TSLA,1.34,8684805.0,1.344446,
62,2010-09-27,TSLA,1.3687,6278955.0,1.3443,
63,2010-09-28,TSLA,1.4267,18216975.0,1.34362,
64,2010-09-29,TSLA,1.4653,29541855.0,1.3458599999999998,
65,2010-09-30,TSLA,1.3603,32949375.0,1.3461059999999998,
66,2010-10-01,TSLA,1.3733,8986065.0,1.345572,
67,2010-10-04,TSLA,1.3993,9653985.0,1.345172,
68,2010-10-05,TSLA,1.408,4979040.0,1.345398,
69,2010-10-06,TSLA,1.364,4703280.0,1.3452779999999998,
70,2010-10-07,TSLA,1.362,2115300.0,1.3448920000000002,
71,2010-10-08,TSLA,1.362,4021650.0,1.344998,
72,2010-10-11,TSLA,1.3493,2567910.0,1.3453979999999999,
73,2010-10-12,TSLA,1.3493,3658680.0,1.3444899999999997,
74,2010-10-13,TSLA,1.3693,4808115.0,1.3426099999999999,
75,2010-10-14,TSLA,1.3833,4419300.0,1.34193,
76,2010-10-15,TSLA,1.3693,4272600.0,1.3420499999999997,
77,2010-10-18,TSLA,1.3487,2440935.0,1.342904,
78,2010-10-19,TSLA,1.3367,3676905.0,1.343504,
79,2010-10-20,TSLA,1.3767,4686660.0,1.345664,
80,2010-10-21,TSLA,1.3833,6269985.0,1.3494640000000002,
81,2010-10-22,TSLA,1.3813,2415315.0,1.3536240000000002,
82,2010-10-25,TSLA,1.39,1779210.0,1.3569980000000001,
83,2010-10-26,TSLA,1.424,9732090.0,1.360438,
84,2010-10-27,TSLA,1.4,5347500.0,1.3629040000000001,
85,2010-10-28,TSLA,1.4127,3362850.0,1.3661320000000001,
86,2010-10-29,TSLA,1.456,4210230.0,1.370198,
87,2010-11-01,TSLA,1.4273,6836760.0,1.373278,
88,2010-11-02,TSLA,1.4167,4836975.0,1.3747719999999999,
89,2010-11-03,TSLA,1.4513,5612985.0,1.3781979999999998,
90,2010-11-04,TSLA,1.66,28122015.0,1.3848639999999997,
91,2010-11-05,TSLA,1.6293,15164190.0,1.3911159999999998,
92,2010-11-08,TSLA,1.6653,7642125.0,1.398156,
93,2010-11-09,TSLA,1.642,14366235.0,1.404502,
94,2010-11-10,TSLA,1.9573,45915570.0,1.4176739999999999,
95,2010-11-11,TSLA,1.869,29176410.0,1.4277879999999998,
96,2010-11-12,TSLA,1.9893,40937535.0,1.439494,
97,2010-11-15,TSLA,2.0533,39376995.0,1.4524940000000002,
98,2010-11-16,TSLA,1.978,20215965.0,1.464668,
99,2010-11-17,TSLA,1.966,11255115.0,1.476122,
100,2010-11-18,TSLA,1.9927,14343720.0,1.4883620000000002,
101,2010-11-19,TSLA,2.066,17257410.0,1.5027879999999998,
102,2010-11-22,TSLA,2.2267,22949580.0,1.5196960000000002,
103,2010-11-23,TSLA,2.3047,23671050.0,1.53763,
104,2010-11-24,TSLA,2.3647,21374385.0,1.555618,
105,2010-11-26,TSLA,2.3547,5258310.0,1.5747920000000002,
106,2010-11-29,TSLA,2.2887,17183145.0,1.593592,
107,2010-11-30,TSLA,2.3553,33344370.0,1.6126239999999998,
108,2010-12-01,TSLA,2.29,19487625.0,1.63073,
109,2010-12-02,TSLA,2.1567,30104505.0,1.6473700000000002,
110,2010-12-03,TSLA,2.0993,17406900.0,1.6632760000000002,
111,2010-12-06,TSLA,2.0207,19115625.0,1.67689,
112,2010-12-07,TSLA,2.104,19673220.0,1.6915959999999999,
113,2010-12-08,TSLA,2.158,9914700.0,1.706222,
114,2010-12-09,TSLA,2.1367,6089745.0,1.7196500000000001,
115,2010-12-10,TSLA,2.1013,6440715.0,1.73447,
116,2010-12-13,TSLA,2.0367,6154965.0,1.7477380000000002,
117,2010-12-14,TSLA,1.902,26503650.0,1.757792,
118,2010-12-15,TSLA,1.9733,11143500.0,1.7690979999999998,
119,2010-12-16,TSLA,2.054,11851050.0,1.782898,
120,2010-12-17,TSLA,2.0907,12207255.0,1.797472,
121,2010-12-20,TSLA,2.1133,7849800.0,1.812498,
122,2010-12-21,TSLA,2.1507,11665170.0,1.8285259999999999,
123,2010-12-22,TSLA,2.1753,12498840.0,1.8450460000000002,
124,2010-12-23,TSLA,2.006,23356875.0,1.8577800000000002,
125,2010-12-27,TSLA,1.7033,138891300.0,1.8641800000000002,
126,2010-12-28,TSLA,1.7607,60848835.0,1.8720080000000001,
127,2010-12-29,TSLA,1.8487,49791450.0,1.882008,
128,2010-12-30,TSLA,1.7667,30616005.0,1.890608,
129,2010-12-31,TSLA,1.7753,21267705.0,1.89858,
130,2011-01-03,TSLA,1.7747,19261260.0,1.9064079999999999,
131,2011-01-04,TSLA,1.778,17836065.0,1.914342,
132,2011-01-05,TSLA,1.7887,21703035.0,1.9223160000000001,
133,2011-01-06,TSLA,1.8587,30918255.0,1.93101,
134,2011-01-07,TSLA,1.8827,33743100.0,1.9406640000000002,
135,2011-01-10,TSLA,1.8967,20142180.0,1.950344,
136,2011-01-11,TSLA,1.7973,25670325.0,1.95717,
137,2011-01-12,TSLA,1.7973,14470830.0,1.96457,
138,2011-01-13,TSLA,1.748,10852830.0,1.9711960000000002,
139,2011-01-14,TSLA,1.7167,17881815.0,1.9765039999999998,
140,2011-01-18,TSLA,1.7093,24357585.0,1.9774900000000002,
141,2011-01-19,TSLA,1.602,35572710.0,1.976944,
142,2011-01-20,TSLA,1.508,34199370.0,1.9737980000000002,
143,2011-01-21,TSLA,1.536,18254115.0,1.9716780000000003,
144,2011-01-24,TSLA,1.6327,24677835.0,1.965186,
145,2011-01-25,TSLA,1.6453,19073355.0,1.960712,
146,2011-01-26,TSLA,1.65,16198005.0,1.953926,
147,2011-01-27,TSLA,1.6613,13434825.0,1.946086,
148,2011-01-28,TSLA,1.6007,15732165.0,1.9385400000000002,
149,2011-01-31,TSLA,1.6067,12473625.0,1.9313539999999998,
150,2011-02-01,TSLA,1.594,10616865.0,1.9233799999999999,
151,2011-02-02,TSLA,1.596,8542080.0,1.9139800000000002,
152,2011-02-03,TSLA,1.5753,7681005.0,1.900952,
153,2011-02-04,TSLA,1.564,8158755.0,1.8861379999999999,
154,2011-02-07,TSLA,1.538,13425165.0,1.8696039999999998,
155,2011-02-08,TSLA,1.6327,52577745.0,1.8551639999999998,
156,2011-02-09,TSLA,1.5473,39543930.0,1.840336,
157,2011-02-10,TSLA,1.5477,12540300.0,1.8241840000000002,
158,2011-02-11,TSLA,1.55,9549030.0,1.809384,
159,2011-02-14,TSLA,1.5387,19251060.0,1.7970239999999997,
160,2011-02-15,TSLA,1.5227,14412765.0,1.7854919999999999,
161,2011-02-16,TSLA,1.6487,61737090.0,1.7780520000000002,
162,2011-02-17,TSLA,1.5733,39299130.0,1.7674380000000003,
163,2011-02-18,TSLA,1.5453,35561550.0,1.755184,
164,2011-02-22,TSLA,1.458,30968100.0,1.74161,
165,2011-02-23,TSLA,1.4553,24085620.0,1.72869,
166,2011-02-24,TSLA,1.502,15831750.0,1.717996,
167,2011-02-25,TSLA,1.574,20208855.0,1.711436,
168,2011-02-28,TSLA,1.5927,15766590.0,1.703824,
169,2011-03-01,TSLA,1.596,16595250.0,1.694664,
170,2011-03-02,TSLA,1.6013,9949410.0,1.6848759999999998,
171,2011-03-03,TSLA,1.624,9602100.0,1.6750900000000002,
172,2011-03-04,TSLA,1.6633,23701500.0,1.6653419999999999,
173,2011-03-07,TSLA,1.6627,30502965.0,1.65509,
174,2011-03-08,TSLA,1.644,20997765.0,1.64785,
175,2011-03-09,TSLA,1.648,13870815.0,1.646744,
176,2011-03-10,TSLA,1.6007,15255705.0,1.643544,
177,2011-03-11,TSLA,1.6047,13961910.0,1.638664,
178,2011-03-14,TSLA,1.55,17489565.0,1.6343299999999998,
179,2011-03-15,TSLA,1.53,19783035.0,1.629424,
180,2011-03-16,TSLA,1.5213,17545140.0,1.6243560000000001,
181,2011-03-17,TSLA,1.5207,13837560.0,1.6192099999999998,
182,2011-03-18,TSLA,1.5307,10317345.0,1.61405,
183,2011-03-21,TSLA,1.5153,6174750.0,1.6071819999999999,
184,2011-03-22,TSLA,1.4793,8742195.0,1.599114,
185,2011-03-23,TSLA,1.4807,6337395.0,1.5907939999999998,
186,2011-03-24,TSLA,1.4887,6932400.0,1.584622,
187,2011-03-25,TSLA,1.5167,8518830.0,1.57901,
188,2011-03-28,TSLA,1.55,15870270.0,1.57505,
189,2011-03-29,TSLA,1.5947,11333865.0,1.5726100000000003,
190,2011-03-30,TSLA,1.5807,18358155.0,1.5700379999999998,
191,2011-03-31,TSLA,1.85,172835055.0,1.5749980000000001,
192,2011-04-01,TSLA,1.7773,42976305.0,1.580384,
193,2011-04-04,TSLA,1.722,39138405.0,1.5841039999999997,
194,2011-04-05,TSLA,1.78,47725905.0,1.5870499999999998,
195,2011-04-06,TSLA,1.766,19324455.0,1.5894640000000002,
196,2011-04-07,TSLA,1.816,42161490.0,1.592784,
197,2011-04-08,TSLA,1.766,29195280.0,1.594878,
198,2011-04-11,TSLA,1.6847,20583000.0,1.596558,
199,2011-04-12,TSLA,1.6433,20356515.0,1.59729,1.581751
200,2011-04-13,TSLA,1.662,18171660.0,1.5986500000000001,1.5820975000000002
201,2011-04-14,TSLA,1.676,14750730.0,1.6002499999999997,1.5825339999999999
202,2011-04-15,TSLA,1.7053,14151765.0,1.6028499999999999,1.5837405000000002
203,2011-04-18,TSLA,1.6687,15508065.0,1.6049440000000001,1.5856839999999999
204,2011-04-19,TSLA,1.6773,8230395.0,1.6077300000000003,1.5887005000000003
205,2011-04-20,TSLA,1.7167,12562035.0,1.60941,1.5920175
206,2011-04-21,TSLA,1.7827,20790795.0,1.614118,1.595111
207,2011-04-25,TSLA,1.7593,12012585.0,1.6183499999999997,1.5981074999999998
208,2011-04-26,TSLA,1.7953,20585145.0,1.6232559999999998,1.6014005
209,2011-04-27,TSLA,1.8053,14953515.0,1.628588,1.6043805
210,2011-04-28,TSLA,1.844,24674955.0,1.6350140000000002,1.606987
211,2011-04-29,TSLA,1.84,10895100.0,1.6388399999999999,1.6095570000000001
212,2011-05-02,TSLA,1.83,11768400.0,1.643974,1.611827
213,2011-05-03,TSLA,1.7913,13709475.0,1.6488939999999999,1.61348
214,2011-05-04,TSLA,1.7793,15707535.0,1.6553200000000001,1.61561
215,2011-05-05,TSLA,1.7627,18291735.0,1.6614680000000002,1.6176835
216,2011-05-06,TSLA,1.808,14724090.0,1.6675879999999998,1.6197235
217,2011-05-09,TSLA,1.8607,13744545.0,1.673322,1.6219305
218,2011-05-10,TSLA,1.8887,23034390.0,1.6792420000000001,1.6243904999999998
219,2011-05-11,TSLA,1.8047,14444475.0,1.683416,1.626564
220,2011-05-12,TSLA,1.8447,9416100.0,1.6882840000000001,1.6288809999999998
221,2011-05-13,TSLA,1.8367,9923655.0,1.6925379999999999,1.631281
222,2011-05-16,TSLA,1.7733,11334330.0,1.694738,1.6335009999999999
223,2011-05-17,TSLA,1.7307,18512340.0,1.696098,1.635181
224,2011-05-18,TSLA,1.7567,10941105.0,1.6983519999999999,1.6366479999999999
225,2011-05-19,TSLA,1.88,39830505.0,1.702992,1.6389614999999997
226,2011-05-20,TSLA,1.8647,12638010.0,1.708272,1.6414685
227,2011-05-23,TSLA,1.788,12953220.0,1.7119380000000002,1.6438785000000002
228,2011-05-24,TSLA,1.7813,9205095.0,1.716564,1.6462515
229,2011-05-25,TSLA,1.932,70407165.0,1.7246040000000002,1.6495680000000001
230,2011-05-26,TSLA,1.9653,50053365.0,1.733484,1.653428
231,2011-05-27,TSLA,1.97,25306035.0,1.7424700000000002,1.6574115
232,2011-05-31,TSLA,2.0093,49357830.0,1.7520419999999999,1.6613515
233,2011-06-01,TSLA,1.9011,22955940.0,1.759758,1.6645969999999999
234,2011-06-02,TSLA,1.9173,14794410.0,1.768518,1.6678
235,2011-06-03,TSLA,2.0087,93150315.0,1.7790780000000002,1.6715870000000002
236,2011-06-06,TSLA,1.9133,34976505.0,1.78757,1.67489
237,2011-06-07,TSLA,1.8913,18331485.0,1.7950619999999997,1.67798
238,2011-06-08,TSLA,1.808,25454040.0,1.800222,1.68031
239,2011-06-09,TSLA,1.8413,24063300.0,1.805154,1.6831165000000001
240,2011-06-10,TSLA,1.8573,23497980.0,1.810686,1.6857695000000001
241,2011-06-13,TSLA,1.8953,25706415.0,1.811592,1.6886624999999997
242,2011-06-14,TSLA,1.9067,23599650.0,1.8141800000000001,1.6916295
243,2011-06-15,TSLA,1.8213,20198685.0,1.816166,1.6941125
244,2011-06-16,TSLA,1.7667,27619860.0,1.8159,1.6964525000000001
245,2011-06-17,TSLA,1.7667,25709475.0,1.815914,1.6984695000000003
246,2011-06-20,TSLA,1.734,23065635.0,1.8142739999999997,1.7001194999999998
247,2011-06-21,TSLA,1.8353,22448445.0,1.81566,1.7022795
248,2011-06-22,TSLA,1.814,22132995.0,1.818246,1.7045029999999999
