ds,AAPL,GOOG,JNJ,KO,MSFT,NVDA,PG,TSLA
2021-01-05,0.012363804960976665,0.007336943942970908,0.011757188498402682,-0.010993176648976477,0.0009646745371858501,0.022209936325161328,0.006385140037730386,0.007317372964444457
2021-01-06,-0.033661552553240215,-0.003233922293959579,0.009410130099785308,-0.03181295515523186,-0.025929325378614032,-0.05895298308435459,0.010526315789473717,0.028390033003219628
2021-01-07,0.034123222748815074,0.029943121898933223,0.003378589751610983,-0.011084718923198733,0.028457008244993975,0.057830274683895455,-0.009346461187214605,0.07944655671400791
2021-01-08,0.008631225175679935,0.011167995523849505,-0.002057741472844099,0.022417934347477964,0.006092812313894358,-0.005039718225419598,-0.0004321209938783488,0.07840315161060118
2021-01-11,-0.023248769405528336,-0.022404701169205565,-0.004186453386653244,-0.01722787783868429,-0.009698570257717809,0.025966445101399005,-0.006772822249441535,-0.07821401786323023
2021-01-12,-0.0013955652039073785,-0.011416636478898678,-0.007780636255255158,-0.0017928286852589848,-0.011770656122120582,-0.010039276144330755,-0.00580340950308289,0.0471529423251098
2021-01-13,0.01622670807453397,0.00449457501932371,-0.0015177385695314127,0.0009978048293752817,0.006560275438514784,0.0034854187137320913,0.0015322874863186176,0.005850677405034199
2021-01-14,-0.015127206050882358,-0.008105335157318705,0.017480524415732557,-0.018540669856459302,-0.01534621429231764,-0.024497940029929555,-0.010636747777939548,-0.011013215085639794
2021-01-15,-0.013730509657900791,-0.002292866255214965,-0.002178649237472685,-0.010765793215518848,-0.0017369261102244682,-0.025813905039677287,-0.007511045655375637,-0.022295855349602767
2021-01-19,0.005427088249174039,0.03148848916305247,0.015470991890205843,-0.0039014373716633743,0.017822713378791377,0.01288930362766827,-0.008755008161448363,0.02225960803481075
2021-01-20,0.032856137057028834,0.05362786594150282,-0.0024573043371421965,0.0035044320758605974,0.03649972278691549,0.02614153279207687,-0.012499999999999956,0.006985731219497637
2021-01-21,0.036658335226842365,0.00230536859399022,-0.004002956029067639,0.005546425636811847,0.002808237496656929,0.037539980921385,-0.006973394982187631,-0.006420131274046836
2021-01-22,0.016073646525900376,0.005181758096497013,0.011253323440301832,-0.009397344228804894,0.004356136373738773,-0.011177212907878209,-0.007709335165254516,0.001952686061691411
2021-01-25,0.027683900194146682,-0.000867941400804817,0.014857841638642455,0.005980614559703001,0.015844213321531297,-0.004320875113947187,0.017230769230769383,0.04034785036708066
2021-01-26,0.0016792611251050804,0.009392439717805567,0.02711170020484399,0.01045510455104548,0.012198841110094616,-0.015966894329189074,0.006427707199031962,0.002599795640326752
2021-01-27,-0.007683710533668564,-0.04509085977759686,-0.015251055842327554,-0.015418949076891786,0.002453406792062962,-0.0385180774455256,-0.035389585994439865,-0.021436096143778838
2021-01-28,-0.03498521751372663,0.01765358124088512,0.007624493685966183,0.012775602719967027,0.02589094031773298,0.010315263881093717,0.01542296307836133,-0.033245930527440515
2021-01-29,-0.037420672550879,-0.01469049063125627,-0.0356467249940885,-0.020345879959308255,-0.029171723935880745,-0.004693126963450922,-0.016492789199140878,-0.05015392670194674
2021-02-01,0.016520157623522103,0.035740355388017786,-0.002574633727701725,0.006853582554517068,0.03315226763235035,0.01903423853422881,0.005927774744559633,0.05832180257835229
2021-02-02,0.00633666318771442,0.013758645173166606,-0.008973019482514943,0.00990099009900991,-0.0005841852701857775,0.024155775477827213,-0.0013956734124215275,0.03927066368932697
2021-02-03,-0.0077783539521446565,0.07396070578103364,-0.0046511627906976605,-0.0038807189542483522,0.01457141664231143,-0.0019363047928152577,0.0012423324792296686,-0.02073797820781631
2021-02-04,0.025757802000895946,-0.0037196809769718397,0.009283489096573172,0.004921058027475889,-0.004074074074074119,0.009885074461402077,0.0006203955021326646,-0.0054991861962599975
2021-02-05,-0.004585486571075048,0.017276240441821855,0.01518612260016039,0.01305855947765755,0.0007850915251434998,-0.005360704026931673,0.004185073238781589,0.0026354427699151195
2021-02-08,0.0010968119333139015,-0.002426120114394692,0.0028580115536638306,0.005438066465256908,0.001114781172584678,0.0623758369509233,-0.003087134367523392,0.01313025672292012
2021-02-09,-0.006573661529471919,-0.004491354143274173,0.008185787048266002,-0.004407051282051211,0.0053614880191363845,-0.01215479179291834,-0.003870867848571602,-0.016168490865570484
2021-02-10,-0.004558488346445122,0.0056971168844881515,0.003247729596439486,-0.002012072434607659,-0.0038971161340608518,0.035125234431143015,-0.0034973187223128477,-0.05255103860700194
2021-02-11,-0.00192037816677737,0.00024339260659167472,-0.004496133325340157,0.014112903225806273,0.006877522444609152,0.03295121662123024,0.0008579004835440607,0.008498795817548643
2021-02-12,0.0017760674905646923,0.0039219615533259145,0.0031313982897749337,0.007753479125248486,0.0020450734181356456,-0.018982672983295812,-0.005532611236655605,0.005495035543828353
2021-02-16,-0.016104011228484927,0.008454881161156003,-0.009064713651098733,-0.008285657920694356,-0.005265521041675214,0.024663714596039776,0.002350728725905027,-0.024383546537274037
2021-02-17,-0.017643967264809657,0.0030208775154343392,0.003574241230992925,-0.002784961209468917,0.002051702913418163,-0.027674043149981342,0.004221388367729784,0.0024238272809240513
2021-02-18,-0.00863650259859372,-0.005220104214141652,0.00048291681757817173,0.0127668063036106,-0.0016789516789517123,-0.005165705085200645,0.008329441071150523,-0.013493704190941647
2021-02-19,0.0012335209313083517,-0.007585490270168083,-0.01665258839145667,-0.012999803033287405,-0.011567332540301067,0.00657495448108425,-0.018605728402686594,-0.007721938581117138
2021-02-22,-0.02979902979902982,-0.017257298418953515,-0.006810651613694874,0.010377170225503995,-0.02680831638793213,-0.03823736307908743,-0.00424795468848338,-0.08549828305366469
2021-02-23,-0.0011111111111110628,0.0028960520708225523,-0.008834249706554664,-0.001777602212127305,-0.005287620996972331,-0.014889504205631954,0.00742613367040601,-0.0219174217050494
2021-02-24,-0.0040521214047354315,0.011739084245192766,0.013400648217402278,0.0033636723387415746,0.005487203669567453,0.02524395417904124,0.0010978670012546932,0.061787954068462936
2021-02-25,-0.034782608695652195,-0.030455762539555287,0.0010455747585951247,-0.010648787221455347,-0.023704966958004725,-0.08217808124698267,-0.008459971800093946,-0.08059068488719978
2021-02-26,0.002231589387552857,0.002707545683680035,-0.026419267633325028,-0.023520031891568705,0.014804139918773718,0.030584256997933768,-0.02409543371780687,-0.009850193507931038
2021-03-01,0.05385122876463799,0.021920996042928742,0.005427237157642262,0.01857521943253726,0.019623031241931432,0.009278500856757299,0.006152351655468458,0.06355291435190025
2021-03-02,-0.020893653650520427,-0.002723984030823856,-0.0018830027617372513,0.004008016032064132,-0.012956866717312332,-0.031462784691241974,-0.0031378228336953473,-0.04452792275824746
2021-03-03,-0.024456521739130488,-0.023667527362417173,-0.01760784806942528,-0.0023952095808383866,-0.026980801299867463,-0.04486713286713273,-0.005972558514931503,-0.04842375858396342
2021-03-04,-0.015811895788956254,0.011042527051230877,-0.020163871463320993,-0.0008003201280512018,-0.0036473896994200228,-0.03393272027958383,-0.008200714517700436,-0.04862186904805099
2021-03-05,0.010738366769333263,0.029012878887701543,0.019794865094401315,0.017020424509411214,0.021479292550610873,0.007376568783977744,0.03135489152681137,-0.03779929875783694
2021-03-08,-0.04167352989622797,-0.040013469035446336,0.00832799487508007,0.0167355778696594,-0.018177892918825544,-0.06967459776110407,0.010557231306556503,-0.058449693377424006
2021-03-09,0.04060673771055345,0.01409466596185105,0.001905972045743276,-0.015104570100697101,0.028101499626193016,0.07996032173894285,-0.008875972036760604,0.19641204326606698
2021-03-10,-0.009125820704463772,0.0011350903687825653,0.00919467343056457,0.011403853716083434,-0.005817435195482945,-0.0041532716998462504,0.00919321604057699,-0.00819501645015941
2021-03-11,0.016502750458409654,0.02907013522916957,-6.283380458693699e-05,-0.010886469673405785,0.020265037432234845,0.04212700258656987,-0.0033767865556777465,0.047211171569743415
2021-03-12,-0.007625450967530312,-0.024990897355267938,0.002890536634410079,-0.010220125786163603,-0.005819592628515946,-0.01058221418401506,0.009691907651091292,-0.008390651801029048
2021-03-15,0.02445674626125749,0.0022163808489175096,0.005137844611528886,0.013304209690230273,-0.0039872746553552,0.026077317983820736,0.0032776650538475227,0.020483620498410016
2021-03-16,0.012742963142188923,0.012596238065512022,0.005921954868470358,0.0037233000195961985,0.012350410970571879,0.007580782715815415,0.0029558182949596112,-0.043873633358759156
2021-03-17,-0.0064505853308910455,-0.0006881654655630509,-0.003718163227365623,0.0003904724716907726,-0.002818560430777106,0.0037618734129596376,-0.0040328835117109385,0.03683074742483927
2021-03-18,-0.033905097787752525,-0.026235246858082872,-0.0018660197798097133,-0.013075722092115605,-0.02666216672291588,-0.04637871263937032,0.002180345740538936,-0.06932088894132471
2021-03-19,-0.004480212395254313,0.0034279203622398224,-0.002679628591013894,0.004745896776745084,-0.001603675450762898,0.009687561406956258,-0.005361305361305302,0.002618041521219805
2021-03-22,0.0283356946412201,-0.0022562646828503397,0.0028742814296427444,0.0037394213737453885,0.024484480138919018,0.02650682132222726,0.01695180064057511,0.02310366943057418
2021-03-23,-0.006888726801199452,0.007048989742910461,-0.0009345794392523477,0.00764705882352934,0.0067375736260011365,-0.008759124087591275,0.018589645106775077,-0.011701345030051491
2021-03-24,-0.019993471519503814,-0.0038481022523575437,0.00972871842843781,0.0025296750340533247,-0.008923310042932897,-0.03272574259319472,-0.00030165912518842486,-0.04816056542225444
2021-03-25,0.004163544008660258,-0.0003422882458216092,0.00037057624606262607,0.009704968944099335,-0.013250658285908434,-0.008522502570592394,0.006940253470126612,0.0160564519967632
2021-03-26,0.005141388174807027,-0.004309417128098736,0.018274989195530056,0.019607843137254832,0.017818713953688503,0.0242516104585071,0.014758765358106052,-0.03385406297007487
2021-03-29,0.0014850259879548577,0.010021861413377131,0.006730127933062491,0.015271493212669629,-0.005243572395128515,0.008489592460618534,0.015651531930601648,-0.011993015792048811
2021-03-30,-0.012274487190048533,-0.00019942119214955145,-0.006203324500120511,-0.012999071494893322,-0.014410814487332169,-0.005908134303863388,-0.015410336555935156,0.03980108292317608
2021-03-31,0.018765638031693177,0.006368156299561223,-0.003999757590449016,-0.008278457196613354,0.01690748328660785,0.03701905335327349,-0.00014765596160926098,0.050832266264791315
2021-04-01,0.0069586573884568015,0.033413418542707074,-0.009248554913294682,-0.0037943464238285873,0.027908554947618347,0.03472365291330348,-0.008491471608949364,-0.009252467961083921
2021-04-05,0.02357723577235782,0.041071219740381304,0.003684824663759745,0.0057131974861932555,0.02772849185062931,0.012724672832914008,0.016160262138814385,0.044276697283973876
