ds,AAPL,GOOG,JNJ,KO,MSFT,NVDA,PG,TSLA
2021-01-05,1.0123638049609767,1.007336943942971,1.0117571884984027,0.9890068233510235,1.0009646745371859,1.0222099363251613,1.0063851400377304,1.0073173729644445
2021-01-06,0.9782860675372845,1.0040792945424246,1.0212779552715656,0.9575435936315391,0.9750103357986126,0.9619476112403249,1.0169786678276012,1.0359151464276215
2021-01-07,1.0116683409319216,1.0341445632551034,1.0247284345047925,0.9469294920394238,1.002756212963388,1.01757730582987,1.0074735161805253,1.1182150378591833
2021-01-08,1.0204002781856116,1.0456938851085498,1.0226198083067093,0.9681576952236542,1.0088658183655654,1.012449002935906,1.0070381657234073,1.205886621005711
2021-01-11,0.9966772274167374,1.0222654260982271,1.018338658146965,0.951478392721759,0.9990812623455371,1.0387387043886072,1.000217675228559,1.11156938328934
2021-01-12,0.9952862993586277,1.0105945933435172,1.0104153354632588,0.9497725549658833,0.9873214203684136,1.0283105196934457,0.994413002466986,1.1639831503099403
2021-01-13,1.0114365195889032,1.0151367865574226,1.0088817891373802,0.9507202426080363,0.9937985208323761,1.0318946124223127,0.9959367290668988,1.1707932402272991
2021-01-14,0.9961363109496946,1.0069087626718511,1.0265175718849842,0.9330932524639879,0.9785474757682942,1.0066153200899834,0.985343201277028,1.1578990424518627
2021-01-15,0.9824588517116142,1.0046000555478407,1.0242811501597446,0.9230477634571647,0.9768478111075379,0.9806306478056963,0.9779422435060223,1.1320826928919123
2021-01-19,0.9877907426010353,1.0362333935101609,1.0401277955271568,0.9194465504169825,0.9942578896596074,0.993270293971861,0.9693803511827019,1.1572824098986794
2021-01-20,1.0202457306235992,1.0918043790214322,1.0375718849840259,0.9226686884003031,1.0305480270108867,1.019235901933122,0.9572630967929182,1.165366873759284
2021-01-21,1.0576462406305538,1.0943213905476092,1.033418530351438,0.9277862016679301,1.0334420506224444,1.0574979982460821,0.950587723117109,1.1578850654473238
2021-01-22,1.0746464724518967,1.0999918992732491,1.0450479233226841,0.9190674753601212,1.037943865129312,1.0456781179700307,0.943259323755623,1.1601460514756634
2021-01-25,1.1043968781392468,1.09903717076332,1.0605750798722047,0.9245640636846094,1.0543892691441956,1.0411598734128948,0.9595124074880278,1.206955450764563
2021-01-26,1.1062514488833934,1.109359811137342,1.0893290734824284,0.9342304776345715,1.0672515963066744,1.0245357837343192,0.9656798722971991,1.2100932882835294
2021-01-27,1.097751332972722,1.0593378234504467,1.0727156549520769,0.9198256254738437,1.0698699986218934,0.9850726350707284,0.9315048614134377,1.1841536122129421
2021-01-28,1.059346263812688,1.0780389297782715,1.0808945686900961,0.9315769522365427,1.097569938903946,0.9952339192435273,0.9458714264983312,1.144785323487493
2021-01-29,1.0197048141565563,1.0622020089802342,1.0423642172523964,0.9126231993934798,1.0655519316459185,0.9905631601021846,0.9302713684516035,1.0873698442838369
2021-02-01,1.0365504984158869,1.1001654862750543,1.039680511182109,0.9188779378316905,1.1008773944600119,1.009417775574789,0.9357858075750979,1.1507872136718125
2021-02-02,1.043118769801406,1.115302272832477,1.030351437699681,0.9279757391963607,1.100234278101888,1.0338010447249015,0.9344797562037439,1.1959793913178958
2021-02-03,1.035005022795765,1.197790816090358,1.0255591054313105,0.9243745261561788,1.1162662501722633,1.0317992908071834,0.9356406907560585,1.1711771967637479
2021-02-04,1.0616644772428712,1.1933354163773553,1.0350798722044734,0.9289234268385138,1.1117184987826725,1.0419987036260343,0.9362211580322158,1.1647366752899302
2021-02-05,1.0567962290394866,1.213951765958432,1.0507987220447288,0.941053828658074,1.112591299554412,1.0364128569794486,0.9401393121462776,1.167806272139678
2021-02-08,1.0579553357545781,1.2110065731611352,1.0538019169329078,0.9461713419257011,1.1138315953879367,1.1010599763602393,0.9372369757654909,1.1831398682955083
2021-02-09,1.0510006954640287,1.2055675137712358,1.0624281150159751,0.9420015163002273,1.1198033901419446,1.087676821596065,0.9336090552895078,1.1640102821422802
2021-02-10,1.0462097210416503,1.2124357728093322,1.065878594249202,0.940106141015921,1.1154393862832463,1.1258817249399473,0.930343926861123,1.102840332866474
2021-02-11,1.0442006027354918,1.2127308707124014,1.0610862619808314,0.9533737680060649,1.1231108456980103,1.1629808975483278,0.9311420693658394,1.1122131476748636
2021-02-12,1.0460551734796384,1.2174871545618668,1.064408945686902,0.9607657316148595,1.1254076898341672,1.140904411484348,0.9259904222899432,1.1183247984536502
2021-02-16,1.0292094892203076,1.2277808637689214,1.0547603833865822,0.952805155420773,1.1194818319628823,1.1690433522705608,0.9281671745755331,1.091056073686768
2021-02-17,1.0110501506838732,1.2314898393741616,1.0585303514377005,0.9501516300227442,1.1217786760990394,1.1366911960956265,0.9320853286895949,1.093700605163188
2021-02-18,1.0023182134301833,1.2250613340739718,1.0590415335463266,0.9622820318423044,1.1198952639073907,1.1308193846036525,0.9398490785081989,1.078942532723662
2021-02-19,1.003554593926281,1.2157686432439945,1.0414057507987224,0.9497725549658829,1.1069410629794656,1.1382544705837492,0.9223625018139601,1.0706110047534148
2021-02-22,0.9736496406769186,1.1947877609591266,1.034313099041534,0.9596285064442757,1.0772658367403183,1.094730621115644,0.9184443476998982,0.979075602028639
2021-02-23,0.9725678077428332,1.1982479285284457,1.0251757188498405,0.9579226686883999,1.0715696632826492,1.0784306249285085,0.9252648381947466,0.9576167891778522
2021-02-24,0.9686268449115218,1.212314261908069,1.0389137380191698,0.9611448066717206,1.0774495842712108,1.1056544782094786,0.9262806559280219,1.0167859713627623
2021-02-25,0.9349354763928602,1.1753923066240806,1.0400000000000003,0.9509097801364667,1.0519086774771458,1.0147939146680898,0.9184443476998984,0.9348424935469406
2021-02-26,0.9370218684800252,1.1785747349905114,1.0125239616613422,0.9285443517816524,1.0674812807202896,1.045830632554238,0.8963140327964011,0.9256341140860664
2021-03-01,0.9874816474770116,1.204410267092534,1.0180191693290737,0.9457922668688397,1.0884284992420408,1.0555343729744155,0.9018284719198957,0.9844608596597753
2021-03-02,0.9668495479483816,1.2011294727584136,1.0161022364217256,0.9495830174374522,1.0743258762460373,1.0223243222633165,0.8989986939486289,0.9406248625423269
